image_id,image_path,fashionpedia_category,clothing_type_hint,environment,clothing_type,color,vibe
800,fashionpedia_000800.jpg,6,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,white,casual relaxed
801,fashionpedia_000801.jpg,33,casual hoodie or t-shirt,urban street,outerwear jacket or coat,red,professional formal
802,fashionpedia_000802.jpg,6,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,gray,trendy streetwear
803,fashionpedia_000803.jpg,11,casual hoodie or t-shirt,park outdoors,casual hoodie or t-shirt,blue,casual relaxed
804,fashionpedia_000804.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,casual relaxed
805,fashionpedia_000805.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,red,professional formal
806,fashionpedia_000806.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
807,fashionpedia_000807.jpg,18,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,trendy streetwear
808,fashionpedia_000808.jpg,32,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,casual relaxed
809,fashionpedia_000809.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,professional formal
810,fashionpedia_000810.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,casual relaxed
811,fashionpedia_000811.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,professional formal
812,fashionpedia_000812.jpg,12,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
813,fashionpedia_000813.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,trendy streetwear
814,fashionpedia_000814.jpg,8,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
815,fashionpedia_000815.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,trendy streetwear
816,fashionpedia_000816.jpg,28,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,casual relaxed
817,fashionpedia_000817.jpg,31,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,casual relaxed
818,fashionpedia_000818.jpg,9,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,casual relaxed
819,fashionpedia_000819.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,gray,professional formal
820,fashionpedia_000820.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,pink,professional formal
821,fashionpedia_000821.jpg,23,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,gray,casual relaxed
822,fashionpedia_000822.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,red,professional formal
823,fashionpedia_000823.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,casual relaxed
824,fashionpedia_000824.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,casual relaxed
825,fashionpedia_000825.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,white,casual relaxed
826,fashionpedia_000826.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,professional formal
827,fashionpedia_000827.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,green,casual relaxed
828,fashionpedia_000828.jpg,31,casual hoodie or t-shirt,urban street,outerwear jacket or coat,red,trendy streetwear
829,fashionpedia_000829.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,white,professional formal
830,fashionpedia_000830.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,white,casual relaxed
831,fashionpedia_000831.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,professional formal
832,fashionpedia_000832.jpg,1,casual hoodie or t-shirt,park outdoors,outerwear jacket or coat,brown,cozy comfortable
833,fashionpedia_000833.jpg,15,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,cozy comfortable
834,fashionpedia_000834.jpg,13,casual hoodie or t-shirt,urban street,casual hoodie or t-shirt,blue,casual relaxed
835,fashionpedia_000835.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,pink,professional formal
836,fashionpedia_000836.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
837,fashionpedia_000837.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,professional formal
838,fashionpedia_000838.jpg,8,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,white,casual relaxed
839,fashionpedia_000839.jpg,31,casual hoodie or t-shirt,urban street,outerwear jacket or coat,blue,casual relaxed
840,fashionpedia_000840.jpg,10,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,green,casual relaxed
841,fashionpedia_000841.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,yellow,trendy streetwear
842,fashionpedia_000842.jpg,10,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
843,fashionpedia_000843.jpg,4,casual hoodie or t-shirt,urban street,outerwear jacket or coat,red,professional formal
844,fashionpedia_000844.jpg,33,casual hoodie or t-shirt,park outdoors,outerwear jacket or coat,red,casual relaxed
845,fashionpedia_000845.jpg,1,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,orange,casual relaxed
846,fashionpedia_000846.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
847,fashionpedia_000847.jpg,25,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,blue,casual relaxed
848,fashionpedia_000848.jpg,14,casual hoodie or t-shirt,park outdoors,outerwear jacket or coat,yellow,trendy streetwear
849,fashionpedia_000849.jpg,23,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,trendy streetwear
850,fashionpedia_000850.jpg,23,casual hoodie or t-shirt,park outdoors,casual hoodie or t-shirt,yellow,trendy streetwear
851,fashionpedia_000851.jpg,28,casual hoodie or t-shirt,urban street,outerwear jacket or coat,brown,trendy streetwear
852,fashionpedia_000852.jpg,1,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,brown,casual relaxed
853,fashionpedia_000853.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,green,casual relaxed
854,fashionpedia_000854.jpg,7,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,white,casual relaxed
855,fashionpedia_000855.jpg,10,casual hoodie or t-shirt,park outdoors,formal blazer or button-down shirt,pink,casual relaxed
856,fashionpedia_000856.jpg,1,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,yellow,casual relaxed
857,fashionpedia_000857.jpg,0,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,black,professional formal
858,fashionpedia_000858.jpg,1,casual hoodie or t-shirt,park outdoors,casual hoodie or t-shirt,brown,trendy streetwear
859,fashionpedia_000859.jpg,10,casual hoodie or t-shirt,urban street,formal blazer or button-down shirt,green,professional formal
860,fashionpedia_000860.jpg,1,casual hoodie or t-shirt,urban street,outerwear jacket or coat,black,professional formal
